campaign_id,business_name,category,business_location,promo,start_time,end_time,target_group,budget
CMP_6239_B43,StarHub,Gold & Jewellery,Darjeeling,Independence Day Sale: Upto 25% OFF everything! Book Today! While Stocks Last!,2025-05-20 22:06:26,2025-06-06 23:06:26,Car Buyers,63800
CMP_4197_E44,Guru Trends,Supermarket Deals,Jaipur,Navratri Nights Discount: 30% OFF on Garba passes/ethnic wear Recharge Now Ending Midnight! *Selected items only.,2025-05-09 21:28:17,2025-06-14 03:28:17,Government Employees,402100
CMP_4153_D45,Shubh Plaza,Gaming Tournaments (India),Mumbai,Weekend Getaway Deal: ₹500 OFF on trips to Manali! Get Offer Limited Time Offer! *Selected items only.,2025-04-22 03:13:34,2025-05-30 18:13:34,Gamers,428100
CMP_9959_D46,Kanpur Tours & Travels,Investment Platforms,Kanpur,First Time User? Get 20% OFF your first order! Recharge Now Festive Special! *New users only.,2025-04-02 18:15:41,2025-04-11 07:15:41,Job Seekers,28500
CMP_9058_D47,Desi Connect,Pilgrimage & Spiritual Tours,Nagpur,Weekend Getaway Deal: ₹2000 OFF on trips to Shimla! Explore Collection Ending Midnight! *T&C Apply.,2025-05-13 07:41:46,2025-07-20 23:41:46,Tourists,145900
CMP_7907_A48,Parampara Trends,Real Estate,Amritsar,Diwali Dhamaka: Free Sweets Box with purchase over ₹1499 Download App *On app orders only.,2025-05-21 07:54:55,2025-07-11 22:54:55,Investors / Traders,448700
CMP_4404_C49,Digital India Point,Sustainable Indian Brands,Thane,Shaadi Season Special: 15% Discount on Wedding Collection Learn More Today Only! *Min. spend required.,2025-05-05 14:41:50,2025-07-07 08:41:50,Business Owners,209700
CMP_9905_A50,Sharma Bakery,Cab Services,Nagpur,Recharge Bonanza: Get ₹50 Cashback on mobile recharge of ₹199 or more Get Offer,2025-03-27 04:04:25,2025-06-19 19:04:25,DIY Crafters,181600
CMP_1238_C51,Jain Traders,Music Streaming Subscriptions,Puducherry,Combo Deal: Burger + Raita @ just ₹199 Learn More Limited Time Offer! *Offer valid in Puducherry.,2025-04-11 13:32:37,2025-07-02 22:32:37,Working Mothers,114600
CMP_2684_D52,NextGenAgency,Handicrafts & Textiles,Goa,Refer a Friend & Earn ₹500 wallet cash Get Offer Ending Midnight!,2025-04-12 08:03:06,2025-05-13 16:03:06,Families with Kids,57000
CMP_2763_E53,Maha Deals,OTT Platform Offers,Puducherry,Recharge Bonanza: Get ₹30 Cashback on mobile recharge of ₹249 or more Shop Now!,2025-05-03 19:38:18,2025-05-20 08:38:18,Online Shoppers,205100
CMP_4347_A54,Quick Connect,Gaming Tournaments (India),Bangalore (Bengaluru),Bill Payment Offer: Save Movie Ticket Voucher% on your next electricity bill Explore Collection Few Spots Left!,2025-05-09 22:29:01,2025-07-29 19:29:01,Fitness Enthusiasts,563500
CMP_5175_C55,Verma Enterprises,Music Streaming Subscriptions,Kanpur,New Arrival Launch Offer: Get Movie Ticket Voucher% introductory discount Recharge Now Weekend Deal!,2025-04-28 16:06:41,2025-07-09 11:06:41,Luxury Buyers,206300
CMP_6556_E56,Star Express,Books & Stationery,Coimbatore,Ganesh Chaturthi Offer: Free Modak box with select sweet purchases Claim Now While Stocks Last!,2025-05-14 09:11:57,2025-06-03 03:11:57,Patients (Pharmacy),76400
CMP_6438_E57,Star Connect,Boat Rides & Ganga Aarti,Chennai,Navratri Nights Discount: 30% OFF on Garba passes/ethnic wear Recharge Now While Stocks Last! *Selected items only.,2025-04-20 00:59:53,2025-07-19 19:59:53,Travel Buffs,680600
CMP_1663_A58,StarGroceries,Live Concerts & Events,Udaipur,Clearance Sale: FLAT 30% OFF on selected items Explore Collection Limited Time Offer! *Min. spend required.,2025-05-06 03:16:35,2025-05-27 07:16:35,Readers / Book Lovers,83300
CMP_8608_D59,Malhotra Coaching Centre,Pharma Companies,Agra,Combo Deal: Movie Ticket + Leggings @ just ₹99 Explore Collection *On app orders only.,2025-05-15 08:52:31,2025-07-01 22:52:31,Travel Buffs,121300
CMP_4457_A60,PrimeSolutions,Traditional Attire (Phulkari),Visakhapatnam,Monsoon Magic: Flat ₹150 Cashback on Chai & Pakora orders Order Online Limited Time Offer! *Selected items only.,2025-04-24 21:29:17,2025-05-30 16:29:17,College Students,92100
CMP_1012_E61,RoyalConnect,Nightlife & Entertainment,Patna,Bill Payment Offer: Save Movie Ticket Voucher% on your next electricity bill Ending Midnight! *On app orders only.,2025-05-16 03:45:41,2025-07-19 04:45:41,Travel Buffs,145000
CMP_3158_D62,Malhotra General Store,Home Appliances,Kochi,Navratri Nights Discount: 20% OFF on Garba passes/ethnic wear Visit Store Few Spots Left! *Min. spend required.,2025-04-19 11:35:43,2025-04-24 19:35:43,Salaried Employees,73500
CMP_4063_D63,Shah Electronics,Sweets & Confectionery,Pune,New Arrival Launch Offer: Get Dry Fruits Pack% introductory discount Few Spots Left!,2025-04-03 20:02:58,2025-06-01 02:02:58,Government Employees,249300
CMP_4745_A64,Singh Electronics,Boat Rides & Ganga Aarti,Jodhpur,Shaadi Season Special: 40% Discount on Wedding Collection Explore Collection Offer Ends Soon!,2025-04-19 08:55:16,2025-06-24 11:55:16,Millennials (25-40),243800
CMP_9004_E65,Royal Solutions,Supermarket Deals,Surat,Holi Hungama: 30% OFF on all colours! Explore Collection,2025-04-03 20:30:46,2025-04-07 01:30:46,Cricket Fans,35300
CMP_4391_A66,Star Hub,Street Food Delights,Chennai,Clearance Sale: FLAT 40% OFF on selected items Visit Store Festive Special! *Offer valid in Chennai.,2025-04-24 08:08:22,2025-05-08 06:08:22,Foodies,84600
CMP_6685_D67,StarWorld,Insurance Products,Thane,Ganesh Chaturthi Offer: Free Modak box with select sweet purchases *New users only.,2025-05-02 08:37:48,2025-05-12 22:37:48,Business Owners,43000
CMP_9513_B68,SmartGroceries,Hotel Bookings,Ludhiana,Combo Deal: Pizza + Cold Drink @ just ₹249 Book Today! *Min. spend required.,2025-04-25 03:57:36,2025-04-30 11:57:36,Young Professionals (23-30),18900
CMP_7780_B69,Bharat Bazaar,Competitive Exam Coaching,Delhi (NCR),Navratri Nights Discount: 60% OFF on Garba passes/ethnic wear Shop Now! *New users only.,2025-03-26 22:52:38,2025-06-18 21:52:38,Job Seekers,814600
CMP_1344_B70,NextGenBasket,Fine Dining,Mysore,Diwali Dhamaka: Free Dry Fruits Pack with purchase over ₹1999 Recharge Now *Selected items only.,2025-05-18 20:26:53,2025-05-30 00:26:53,Car Buyers,116900
CMP_1028_A71,Gupta Computer Repair,Real Estate,Nashik,New Arrival Launch Offer: Get Gift Voucher% introductory discount Explore Collection Weekend Deal! *Min. spend required.,2025-04-18 06:17:14,2025-05-03 22:17:14,Investors / Traders,99700
CMP_7116_C72,Jain Associates,Pharma Companies,Nagpur,Clearance Sale: FLAT 25% OFF on selected items Shop Now! Weekend Deal! *Selected items only.,2025-03-26 05:03:35,2025-04-24 20:03:35,Luxury Buyers,75500
CMP_3517_D73,Das Associates,Automotive Sales & Service,Puducherry,Holi Hungama: 10% OFF on all colours! Get Offer Today Only! *Offer valid in Puducherry.,2025-04-02 17:22:04,2025-06-18 04:22:04,Tech Enthusiasts,411700
CMP_3887_D74,Jain Group,Seafood Restaurants,Delhi (NCR),Weekend Getaway Deal: ₹1000 OFF on trips to Manali! Download App Festive Special! *Offer valid in Delhi.,2025-05-08 12:43:06,2025-07-08 15:43:06,Newly Married Couples,518900
CMP_7575_A75,Verma Mobiles,Books & Stationery,Thane,Independence Day Sale: Upto 40% OFF everything! Learn More *On app orders only.,2025-05-20 01:35:36,2025-07-12 01:35:36,Movie Goers,100200
CMP_3998_B76,Khan Book Depot,Online Education Courses,Bhopal,Monsoon Magic: Flat ₹200 Cashback on Chai & Pakora orders Offer Ends Soon! *T&C Apply.,2025-03-25 05:30:41,2025-04-06 16:30:41,Young Professionals (23-30),170200
CMP_4990_E77,Digital India Life Store,Regional Cuisine Restaurants,Chennai,Flash Sale Alert: ₹25 OFF for next 3 hours! Order Online Limited Time Offer! *On app orders only.,2025-04-23 05:52:06,2025-05-15 11:52:06,Discount Seekers,141200
CMP_8334_A78,Agarwal Pharmacy,Consumer Electronics,Lucknow,Diwali Dhamaka: Free Pooja Thali with purchase over ₹1999 Recharge Now *On app orders only.,2025-04-08 13:20:42,2025-04-26 21:20:42,Families with Kids,503700
CMP_4126_D79,UrbanGroceries,Hotel Bookings,Kochi,Upgrade Offer: Exchange your old Refrigerator for new & get ₹1000 bonus Claim Now,2025-04-27 05:46:43,2025-04-30 12:46:43,Discount Seekers,34300
CMP_1212_D80,SmartLink,Online Education Courses,Guwahati,New Arrival Launch Offer: Get Kurta% introductory discount Book Today! Festive Special!,2025-05-14 00:57:49,2025-07-21 08:57:49,Luxury Buyers,147300
CMP_4199_D81,Patel Book Depot,Handicrafts & Textiles,Rishikesh,Holi Hungama: 25% OFF on all colours! Ending Midnight! *Selected items only.,2025-04-12 15:25:22,2025-05-23 20:25:22,Home Buyers,85600
CMP_1647_C82,Coimbatore Quick Cabs,Gold & Jewellery,Coimbatore,Shaadi Season Special: 10% Discount on Wedding Collection Claim Now *T&C Apply.,2025-04-02 10:35:04,2025-04-21 15:35:04,Wedding Shoppers,90300
CMP_1506_D83,Shubh World,Gardening Supplies,Indore,Refer a Friend & Earn ₹150 wallet cash Visit Store While Stocks Last!,2025-04-28 06:09:15,2025-05-26 02:09:15,Job Seekers,35400
CMP_3946_A84,Verma Event Planners,Matrimonial Services,Mysore,Upgrade Offer: Exchange your old Laptop for new & get ₹1000 bonus Recharge Now Ending Midnight! *Offer valid in Mysore.,2025-04-21 03:44:32,2025-05-24 22:44:32,Young Professionals (23-30),98800
CMP_4617_A85,StarWorld,Food Delivery Promos,Agra,Independence Day Sale: Upto 60% OFF everything! Get Offer Today Only!,2025-05-09 03:21:53,2025-06-11 05:21:53,Foodies,95800
CMP_4192_E86,Verma Sweets,Ethnic Fashion (Sarees/Kurtas),Bangalore (Bengaluru),Refer a Friend & Earn ₹250 wallet cash Recharge Now,2025-05-09 09:33:32,2025-08-02 02:33:32,Homemakers,1000000
CMP_6501_D87,Guru Deals,Food Delivery Promos,Ludhiana,Shaadi Season Special: 15% Discount on Wedding Collection Download App While Stocks Last!,2025-05-05 04:06:42,2025-05-25 22:06:42,Young Professionals (23-30),125300
CMP_1948_D88,Shimla Tours & Travels,Regional Film Promotions,Shimla,Bill Payment Offer: Save Kurta% on your next electricity bill Shop Now! Ending Midnight! *Selected items only.,2025-04-02 03:40:31,2025-06-17 22:40:31,Gen Z (16-24),123100
CMP_3300_C89,Swadeshi Junction,Banking & Finance Offers,Rishikesh,App Exclusive Deal: Movie Ticket Voucher% Extra Discount! Explore Collection *T&C Apply.,2025-05-26 22:17:10,2025-06-22 01:17:10,Fashion Shoppers,217600
CMP_3617_D90,Verma Tailors,Bollywood Movies & Music,Udaipur,Holi Hungama: 70% OFF on all colours! Order Online Weekend Deal! *Offer valid in Udaipur.,2025-04-02 07:30:05,2025-05-08 09:30:05,Tech Enthusiasts,107200
CMP_1521_E91,DigitalWorld,Insurance Products,Guwahati,Clearance Sale: FLAT 30% OFF on selected items Shop Now! Ending Midnight!,2025-05-02 21:21:16,2025-07-23 08:21:16,Music Lovers,189700
CMP_2544_A92,Khan Pharmacy,Toys & Baby Products,Surat,Clearance Sale: FLAT 25% OFF on selected items Order Online Today Only!,2025-04-08 09:07:35,2025-05-04 02:07:35,Parents (School Supplies),197500
CMP_9384_E93,Guru Chowk,Seafood Restaurants,Aurangabad,Upgrade Offer: Exchange your old Smartphone for new & get ₹1500 bonus Order Online Weekend Deal! *Min. spend required.,2025-05-08 03:43:13,2025-07-30 20:43:13,Young Professionals (23-30),245600
CMP_1322_B94,Swadeshi Plaza,Seafood Restaurants,Goa,First Time User? Get 30% OFF your first order! Recharge Now Ending Midnight!,2025-04-28 08:22:27,2025-06-16 16:22:27,Foodies,104100
CMP_2561_E95,Sharma Group,Art Galleries,Vadodara,App Exclusive Deal: Designer Diya Set% Extra Discount! Shop Now! *On app orders only.,2025-04-29 09:41:24,2025-05-19 04:41:24,Music Lovers,43300
CMP_9714_D96,Singh Group,Traditional Attire (Phulkari),Ludhiana,Independence Day Sale: Upto 40% OFF everything! Visit Store Weekend Deal! *Selected items only.,2025-05-26 09:22:42,2025-07-31 11:22:42,Senior Citizens (60+),178100
CMP_8837_C97,Vedic World,Home Pooja Decor,Guwahati,Recharge Bonanza: Get ₹50 Cashback on mobile recharge of ₹249 or more Get Offer Limited Time Offer! *Offer valid in Guwahati.,2025-05-06 20:10:10,2025-08-04 10:10:10,Gamers,113200
CMP_1349_C98,Naidu Book Depot,Automotive Sales & Service,Kochi,Bill Payment Offer: Save Silver Coin% on your next electricity bill Visit Store,2025-04-23 20:05:55,2025-06-19 04:05:55,Fitness Enthusiasts,400800
CMP_2549_E99,Patel Bakery,Cultural Events,Kochi,Rakhi Special: Buy Pooja Thali Get 1 Free on gifts Learn More Few Spots Left! *Min. spend required.,2025-03-24 20:29:52,2025-04-20 08:29:52,Car Buyers,149500
CMP_2143_C00,Gupta Chai Stall,Quick Service Restaurants (QSR),Goa,Shaadi Season Special: 30% Discount on Wedding Collection Learn More *Min. spend required.,2025-05-08 15:24:40,2025-06-07 07:24:40,Readers / Book Lovers,153500
CMP_2725_B01,Gupta Home Cleaning,OTT Platform Offers,Jodhpur,Combo Deal: Movie Ticket + Raita @ just ₹399 Claim Now *On app orders only.,2025-04-25 23:16:05,2025-05-24 10:16:05,Tourists,176900
CMP_3494_B02,Star Express,Pilgrimage & Spiritual Tours,Varanasi (Benaras),Rakhi Special: Buy Silver Coin Get 1 Free on gifts Visit Store Few Spots Left! *Min. spend required.,2025-04-25 02:24:58,2025-05-16 07:24:58,Devotional Followers,76900
CMP_4245_B03,Swadeshi Junction,Gaming Tournaments (India),Puducherry,Rakhi Special: Buy Power Bank Get 1 Free on gifts Get Offer *T&C Apply.,2025-03-30 04:10:29,2025-04-05 11:10:29,College Students,32500
CMP_6647_E04,StarSolutions,Matrimonial Services,Chandigarh,Monsoon Magic: Flat ₹50 Cashback on Chai & Pakora orders Order Online Ending Midnight! *T&C Apply.,2025-05-02 23:36:32,2025-06-23 00:36:32,Millennials (25-40),270400
CMP_8059_B05,Star Chowk,Cab Services,Hyderabad,Flash Sale Alert: ₹200 OFF for next 3 hours! Order Online *Min. spend required.,2025-04-25 06:40:27,2025-06-21 19:40:27,Job Seekers,355100
CMP_3728_B06,Smart Connect,Boat Rides & Ganga Aarti,Darjeeling,Refer a Friend & Earn ₹100 wallet cash Claim Now *Selected items only.,2025-05-20 01:46:38,2025-08-18 16:46:38,Home Buyers,268000
CMP_2647_D07,Vedic World,Home Pooja Decor,Thane,Weekend Getaway Deal: ₹500 OFF on trips to Jaipur! Claim Now Festive Special!,2025-04-29 07:28:21,2025-07-19 17:28:21,Home Buyers,97400
CMP_2709_E08,FreshAgency,Ethnic Fashion (Sarees/Kurtas),Guwahati,IPL Fever: Predict & Win Discount Coupon worth ₹150 Explore Collection *New users only.,2025-05-07 17:00:05,2025-05-26 15:00:05,Fashion Shoppers,72600
CMP_8624_A09,Vedic Solutions,Beauty Salon Services,Indore,Weekend Getaway Deal: ₹2000 OFF on trips to Darjeeling! Claim Now Few Spots Left! *Min. spend required.,2025-04-08 05:37:28,2025-05-05 11:37:28,Investors / Traders,98000
CMP_5930_D10,Guru Dhaba,Seafood Restaurants,Delhi (NCR),Recharge Bonanza: Get ₹10 Cashback on mobile recharge of ₹149 or more Recharge Now *Selected items only.,2025-04-22 20:39:41,2025-07-08 13:39:41,Car Buyers,604600
CMP_5995_D11,Kumar Associates,Gardening Supplies,Chennai,New Arrival Launch Offer: Get Gift Voucher% introductory discount *T&C Apply.,2025-04-25 09:46:19,2025-07-17 20:46:19,Job Seekers,376700
CMP_9226_C12,Hyderabad Tours & Travels,IT Services,Hyderabad,Weekend Getaway Deal: ₹500 OFF on trips to Manali! Claim Now Weekend Deal! *T&C Apply.,2025-04-07 10:19:23,2025-05-27 09:19:23,Eco-conscious Consumers,1000000
CMP_5222_D13,Smart Services,Sweets & Confectionery,Mumbai,Rakhi Special: Buy Movie Ticket Voucher Get 1 Free on gifts Get Offer While Stocks Last!,2025-05-04 22:41:07,2025-06-30 03:41:07,Investors / Traders,464300
CMP_7076_B14,Shah Sweets,Organic & Desi Groceries,Kanpur,Shaadi Season Special: 40% Discount on Wedding Collection Shop Now! Limited Time Offer!,2025-03-25 23:10:20,2025-05-14 04:10:20,Millennials (25-40),133900
CMP_4351_B15,Shah Event Planners,Traditional Attire (Phulkari),Mumbai,Upgrade Offer: Exchange your old Refrigerator for new & get ₹1500 bonus Explore Collection Festive Special!,2025-05-20 06:06:35,2025-07-15 03:06:35,Movie Goers,612500
CMP_5908_D16,Reddy Book Depot,Real Estate,Puducherry,Independence Day Sale: Upto 30% OFF everything! Festive Special!,2025-04-02 07:39:26,2025-06-08 03:39:26,Investors / Traders,566000
CMP_6568_B17,Patel Opticals,Regional Film Promotions,Udaipur,App Exclusive Deal: Pooja Thali% Extra Discount! Learn More While Stocks Last! *New users only.,2025-03-30 19:27:30,2025-04-02 23:27:30,Readers / Book Lovers,28500
CMP_5513_D18,Sharma Group,Pharma Companies,Madurai,IPL Fever: Predict & Win Discount Coupon worth ₹25 Recharge Now While Stocks Last! *Min. spend required.,2025-05-26 13:49:02,2025-08-24 07:49:02,Tourists,114000
CMP_3847_B19,Darjeeling Coaching Centre,Amusement Parks,Darjeeling,Recharge Bonanza: Get ₹50 Cashback on mobile recharge of ₹149 or more Recharge Now Festive Special! *Selected items only.,2025-05-22 10:32:57,2025-08-01 11:32:57,Homemakers,182500
CMP_8895_E20,DigitalHub,Cultural Events,Rishikesh,Ganesh Chaturthi Offer: Free Modak box with select sweet purchases Shop Now! *On app orders only.,2025-05-09 10:47:03,2025-06-30 22:47:03,Tourists,180400
CMP_4518_D21,Gupta Electronics,Online Education Courses,Nashik,IPL Fever: Predict & Win Discount Coupon worth ₹100 Order Online,2025-03-26 05:26:15,2025-06-06 22:26:15,Young Professionals (23-30),360800
CMP_4276_A22,UrbanHub,Books & Stationery,Goa,Diwali Dhamaka: Free Silver Coin with purchase over ₹799 Download App Today Only! *Selected items only.,2025-03-29 15:24:28,2025-05-26 19:24:28,Fitness Enthusiasts,112000
CMP_3559_C23,Desi Kendra,Cafe & Bakery Offers,Rishikesh,Navratri Nights Discount: 30% OFF on Garba passes/ethnic wear Get Offer *Offer valid in Rishikesh.,2025-04-23 21:40:43,2025-07-05 11:40:43,Wedding Shoppers,220200
CMP_4913_A24,Digital India Online,Ayurvedic Wellness,Jodhpur,Upgrade Offer: Exchange your old Refrigerator for new & get ₹3000 bonus Claim Now Ending Midnight!,2025-04-17 04:39:41,2025-05-07 12:39:41,Job Seekers,46200
CMP_3865_A25,Namaste Chowk,Insurance Products,Kolkata,IPL Fever: Predict & Win Discount Coupon worth ₹150 Book Today! Festive Special! *On app orders only.,2025-04-23 14:25:05,2025-05-09 17:25:05,Job Seekers,160600
CMP_8224_D26,Naidu Bakery,Western Apparel,Kolkata,Ganesh Chaturthi Offer: Free Modak box with orders over ₹499 Order Online Weekend Deal! *On app orders only.,2025-04-04 00:15:18,2025-06-23 17:15:18,Tech Enthusiasts,839800
CMP_2782_A27,DigitalGroceries,Insurance Products,Shimla,Diwali Dhamaka: Free Movie Ticket Voucher with purchase over ₹2499 While Stocks Last!,2025-05-20 05:43:29,2025-05-25 15:43:29,Readers / Book Lovers,34500
CMP_9797_B28,Nagpur AC Service,IT Services,Nagpur,Flash Sale Alert: ₹25 OFF for next 3 hours! Order Online *On app orders only.,2025-04-07 18:47:30,2025-06-06 14:47:30,Families with Kids,432700
CMP_9400_D29,Reddy Mobiles,Gaming Tournaments (India),Indore,IPL Fever: Predict & Win Discount Coupon worth ₹25 Book Today! *T&C Apply.,2025-04-27 21:29:02,2025-07-04 07:29:02,Gamers,154100
CMP_8629_A30,Swadeshi Hub,Handicrafts & Textiles,Pune,First Time User? Get 70% OFF your first order! Recharge Now Today Only!,2025-04-26 15:52:34,2025-06-16 19:52:34,Millennials (25-40),246600
CMP_5620_D31,Sharma Book Depot,Banking & Finance Offers,Patna,Upgrade Offer: Exchange your old Washing Machine for new & get ₹1500 bonus Get Offer While Stocks Last! *Min. spend required.,2025-05-16 03:14:38,2025-06-05 17:14:38,Salaried Employees,200700
CMP_4002_D32,Naidu Traders,Ayurvedic Wellness,Goa,IPL Fever: Predict & Win Discount Coupon worth ₹500 Recharge Now Offer Ends Soon! *T&C Apply.,2025-05-19 11:46:14,2025-08-03 17:46:14,DIY Crafters,178100
CMP_5298_B33,Shubh Bazaar,Pet Care,Jaipur,Combo Deal: Mobile Recharge + Leggings @ just ₹299 Get Offer Limited Time Offer! *Offer valid in Jaipur.,2025-04-06 11:39:25,2025-04-26 20:39:25,Business Owners,179000
CMP_2055_A34,Smart Online,Consumer Electronics,Rishikesh,Rakhi Special: Buy Travel Mug Get 1 Free on gifts Learn More Limited Time Offer!,2025-04-12 12:16:24,2025-04-28 20:16:24,Working Mothers,189000
CMP_8249_A35,UrbanGroceries,Home Cleaning Services,Shimla,Monsoon Magic: Flat ₹500 Cashback on Chai & Pakora orders Claim Now Offer Ends Soon! *New users only.,2025-05-13 01:14:17,2025-05-28 16:14:17,Eco-conscious Consumers,48600
CMP_2442_A36,Gupta Book Depot,Banking & Finance Offers,Bhopal,Upgrade Offer: Exchange your old Refrigerator for new & get ₹3000 bonus Explore Collection Few Spots Left! *Offer valid in Bhopal.,2025-04-09 21:11:49,2025-06-13 15:11:49,DIY Crafters,344600
CMP_4936_B37,Singh Digital Solutions,Online Pharmacy,Indore,IPL Fever: Predict & Win Discount Coupon worth ₹500 Get Offer Limited Time Offer! *Min. spend required.,2025-04-28 00:24:14,2025-05-08 04:24:14,DIY Crafters,60500
CMP_1601_A38,Quick Hub,Consumer Electronics,Darjeeling,Flash Sale Alert: ₹250 OFF for next 3 hours! Get Offer *New users only.,2025-04-24 04:45:37,2025-05-24 11:45:37,Music Lovers,254800
CMP_3827_C39,Quick Life Store,IT Services,Jaipur,Holi Hungama: 50% OFF on all colours! Learn More Weekend Deal!,2025-04-13 00:28:35,2025-06-12 17:28:35,Newly Married Couples,285900
CMP_3501_B40,PrimeEssentials,Sustainable Indian Brands,Kanpur,Navratri Nights Discount: 70% OFF on Garba passes/ethnic wear Download App Today Only! *New users only.,2025-05-01 22:43:39,2025-07-07 03:43:39,College Students,124100
CMP_9175_D41,Reddy Opticals,Flight/Train Tickets,Shimla,IPL Fever: Predict & Win Discount Coupon worth ₹200 Shop Now! Today Only! *New users only.,2025-04-25 00:36:10,2025-07-02 21:36:10,DIY Crafters,143700
CMP_3206_C42,Puducherry Computer Repair,Fine Dining,Puducherry,Ganesh Chaturthi Offer: Free Modak box with orders over ₹499 Explore Collection Festive Special! *New users only.,2025-04-17 10:19:40,2025-07-12 01:19:40,Tourists,763000
CMP_3528_C43,Shubh Mart,Street Food Delights,Amritsar,Upgrade Offer: Exchange your old Television for new & get ₹3000 bonus Claim Now,2025-04-07 16:44:25,2025-06-30 02:44:25,Foodies,149200
CMP_7884_D44,Smart Kendra,Seafood Restaurants,Indore,Combo Deal: Mobile Recharge + Data Pack @ just ₹199 Claim Now *Selected items only.,2025-05-25 14:57:25,2025-07-21 18:57:25,Students (Exam Prep),200800
CMP_2648_B45,Quick World,Pet Care,Udaipur,Recharge Bonanza: Get ₹50 Cashback on mobile recharge of ₹199 or more Claim Now,2025-05-02 18:56:20,2025-05-30 08:56:20,Government Employees,73200
CMP_9646_C46,NextGenSolutions,Home Appliances,Amritsar,App Exclusive Deal: Dinner Set% Extra Discount! Download App While Stocks Last! *T&C Apply.,2025-05-04 23:58:52,2025-07-08 22:58:52,Foodies,154200
CMP_5015_B47,Shah Mobiles,OTT Platform Offers,Nagpur,Independence Day Sale: Upto 15% OFF everything! While Stocks Last!,2025-04-29 00:13:19,2025-05-23 02:13:19,Working Mothers,279700
CMP_5215_D48,UrbanWorld,Boat Rides & Ganga Aarti,Pune,Rakhi Special: Buy Sweets Box Get 1 Free on gifts Claim Now *Min. spend required.,2025-04-06 14:15:42,2025-04-12 16:15:42,SMEs,46500
CMP_4773_A49,Verma Chai Stall,Fine Dining,Mumbai,Holi Hungama: 10% OFF on all colours! Claim Now While Stocks Last! *On app orders only.,2025-04-29 01:34:58,2025-06-03 19:34:58,Eco-conscious Consumers,667000
CMP_3577_C50,Patel Chai Stall,Matrimonial Services,Surat,Refer a Friend & Earn ₹200 wallet cash Recharge Now,2025-05-06 08:24:27,2025-07-10 21:24:27,Online Shoppers,415400
CMP_4229_C51,Das Associates,Investment Platforms,Darjeeling,Rakhi Special: Buy Dry Fruits Pack Get 1 Free on gifts Recharge Now Festive Special! *T&C Apply.,2025-04-13 06:56:54,2025-05-12 05:56:54,Working Mothers,108100
CMP_1307_B52,Malhotra Sweets,Gaming Tournaments (India),Nashik,App Exclusive Deal: Gift Voucher% Extra Discount! Recharge Now While Stocks Last!,2025-03-24 05:30:26,2025-04-26 03:30:26,Gamers,127900
CMP_2595_D53,Vedic Bazaar,Flight/Train Tickets,Visakhapatnam,App Exclusive Deal: Gift Voucher% Extra Discount! *Selected items only.,2025-04-04 03:52:11,2025-05-22 07:52:11,Senior Citizens (60+),91400
CMP_9766_D54,Agarwal General Store,Food Delivery Promos,Nagpur,Independence Day Sale: Upto 15% OFF everything! Get Offer *T&C Apply.,2025-04-03 10:11:20,2025-05-04 14:11:20,Online Shoppers,123500
CMP_3138_A55,Verma Tiffin Service,Online Education Courses,Vadodara,Combo Deal: Mobile Recharge + Fries @ just ₹199 Recharge Now While Stocks Last!,2025-04-21 08:45:00,2025-06-27 21:45:00,Car Buyers,382600
CMP_9778_A56,Das Pharmacy,Banking & Finance Offers,Surat,Weekend Getaway Deal: ₹500 OFF on trips to Agra! Recharge Now Festive Special!,2025-03-30 08:47:54,2025-04-18 21:47:54,Investors / Traders,324700
CMP_1945_D57,Quick Mart,OTT Platform Offers,Indore,Holi Hungama: 10% OFF on all colours! Visit Store *Offer valid in Indore.,2025-04-09 02:17:37,2025-04-28 21:17:37,Discount Seekers,172400
CMP_8042_E58,Patel Pharmacy,Consumer Electronics,Madurai,Clearance Sale: FLAT 60% OFF on selected items Claim Now *Offer valid in Madurai.,2025-04-25 00:52:54,2025-06-12 06:52:54,Young Professionals (23-30),233000
CMP_8396_B59,Smart Bazaar,Travel & Tourism (Domestic),Bhopal,IPL Fever: Predict & Win Discount Coupon worth ₹100 Download App While Stocks Last! *Min. spend required.,2025-05-27 11:28:35,2025-06-09 20:28:35,Travel Buffs,175000
CMP_2496_A60,Agarwal Opticals,Music Streaming Subscriptions,Jodhpur,New Arrival Launch Offer: Get Pooja Thali% introductory discount Download App While Stocks Last! *Min. spend required.,2025-04-19 14:31:30,2025-06-08 19:31:30,Fashion Shoppers,237400
CMP_2051_B61,Verma Bakery,Home Appliances,Kolkata,Weekend Getaway Deal: ₹1500 OFF on trips to Darjeeling! Learn More *Offer valid in Kolkata.,2025-04-07 09:00:57,2025-05-09 12:00:57,Fitness Enthusiasts,381200
CMP_4022_C62,Malhotra General Store,Bollywood Movies & Music,Guwahati,App Exclusive Deal: Bluetooth Speaker% Extra Discount! Explore Collection *Selected items only.,2025-05-23 13:32:35,2025-07-13 23:32:35,Music Lovers,147400
CMP_1276_E63,Malhotra Enterprises,DTH Recharge,Chennai,Flash Sale Alert: ₹50 OFF for next 3 hours! Get Offer Today Only!,2025-03-26 11:05:18,2025-06-07 23:05:18,Millennials (25-40),478800
